Originals,,,,,,,,,, ,NAME (N),,,, ,PHONE (Q),,ML (T),,,RM (W),,,BUILDING (Z),,,LOCATION (AB),,FAX (AE),,,WEBSITE (AH),,,EMAIL (AK),
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-018,DEAN-CCM (Peter Landgren, BM),513-556-3737,3,4255,EMERY,513-556-3330,whipplmy@ucmail.uc.edu,, ,TRUE,1,DEAN-CCM (Peter Landgren  BM),DEAN-CCM (Peter Landgren  BM), ,513-556-3737,,3,3,,4255,4255,,EMERY,EMERY,,TRUE,,513-556-3330,513-556-3330,,whipplmy@ucmail.uc.edu,whipplmy@ucmail.uc.edu,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-040,DEAN-CEAS (Teik C. Lim PhD),513-556-2933,18,801,ERC,513-556-3626,http://ceas.uc.edu/about/dean-s-message.html,ceasdean@ucmail.uc.edu,, ,,0,DEAN-CEAS (Teik C. Lim PhD),, ,513-556-2933,,18,18,,801,801,,ERC,ERC,,TRUE,,513-556-3626,513-556-3626,,http://ceas.uc.edu/about/dean-s-message.html,http://ceas.uc.edu/about/dean-s-message.html,,ceasdean@ucmail.uc.edu,ceasdean@ucmail.uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-002,DEAN-CECH (Lawrence J. Johnson, PhD),513-556-2321,2,410A,TEACHERS,513-556-2483,http://cech.uc.edu/about/dean.html,, ,TRUE,1,DEAN-CECH (Lawrence J. Johnson  PhD),DEAN-CECH (Lawrence J. Johnson  PhD), ,513-556-2321,,2,2,,410A,410A,,TEACHERS,TEACHERS,,TRUE,,513-556-2483,513-556-2483,,http://cech.uc.edu/about/dean.html,http://cech.uc.edu/about/dean.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-002,DEAN-CLERMONT (Jeffrey C. Bauer, DBA),513-732-5209,162,200,CLERMCDONH,513-732-5275,,, ,TRUE,1,DEAN-CLERMONT (Jeffrey C. Bauer  DBA),DEAN-CLERMONT (Jeffrey C. Bauer  DBA), ,513-732-5209,,162,162,,200,200,,CLERMCDONH,CLERMCDONH,,TRUE,,513-732-5275,513-732-5275,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-006,Dell Discounts, Bookstore,513-556-1286,9,365,TUC,513-556-5555,bookstore@uc.edu,, ,TRUE,1,Dell Discounts  Bookstore,Dell Discounts  Bookstore, ,513-556-1286,,9,9,,365,365,,TUC,TUC,,TRUE,,513-556-5555,513-556-5555,,bookstore@uc.edu,bookstore@uc.edu,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-054,Aerospace Engineering (CEAS),513-556-3548,70,745,BALDWIN,513-556-5038,http://aerospace.ceas.uc.edu/,,, ,,0,Aerospace Engineering (CEAS),, ,513-556-3548,,70,70,,745,745,,BALDWIN,BALDWIN,,TRUE,,513-556-5038,513-556-5038,,http://aerospace.ceas.uc.edu/,http://aerospace.ceas.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-305,Aerospace Engineering and Engineering Mechanics, Department of (CEAS),513-556-3548,70,745,BALDWIN,513-556-5038,http://aerospace.ceas.uc.edu/,, ,TRUE,1,Aerospace Engineering and Engineering Mechanics  Department of (CEAS),Aerospace Engineering and Engineering Mechanics  Department of (CEAS), ,513-556-3548,,70,70,,745,745,,BALDWIN,BALDWIN,,TRUE,,513-556-5038,513-556-5038,,http://aerospace.ceas.uc.edu/,http://aerospace.ceas.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10109-001,Dermatology, Administration (MED),513-558-6242,592,1203A,MSB,513-558-0198,http://med.uc.edu/dermatology/,, ,TRUE,1,Dermatology  Administration (MED),Dermatology  Administration (MED), ,513-558-6242,,592,592,,1203A,1203A,,MSB,MSB,,TRUE,,513-558-0198,513-558-0198,,http://med.uc.edu/dermatology/,http://med.uc.edu/dermatology/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10109-003,Dermatology, Business Office (MED),513-558-5102,592,1207,MSB,513-558-5166,http://med.uc.edu/dermatology/,, ,TRUE,1,Dermatology  Business Office (MED),Dermatology  Business Office (MED), ,513-558-5102,,592,592,,1207,1207,,MSB,MSB,,TRUE,,513-558-5166,513-558-5166,,http://med.uc.edu/dermatology/,http://med.uc.edu/dermatology/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10109-012,Dermatology, Patient Services,513-475-7630,665,5300,MAB,475-7636,,, ,TRUE,1,Dermatology  Patient Services,Dermatology  Patient Services, ,513-475-7630,,665,665,,5300,5300,,MAB,MAB,,TRUE,,475-7636,475-7636,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-471,Design Clinic (CEAS),513-556-1169,,,,,http://ceas.uc.edu/special_programs/design_clinic.html,tom.curtis@uc.edu,, ,,0,Design Clinic (CEAS),, ,513-556-1169,,0,,,0,,,0,,,FALSE,,0,,,http://ceas.uc.edu/special_programs/design_clinic.html,http://ceas.uc.edu/special_programs/design_clinic.html,,tom.curtis@uc.edu,tom.curtis@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-019,Dietetics (CAHS),513-558-7503,394,364,FRENCH-EAST,,http://cahs.uc.edu/departments/nutrition/programs/dietetics/about.aspx,maryjo.frost@uc.edu,, ,,0,Dietetics (CAHS),, ,513-558-7503,,394,394,,364,364,,FRENCH-EAST,FRENCH-EAST,,TRUE,,0,,,http://cahs.uc.edu/departments/nutrition/programs/dietetics/about.aspx,http://cahs.uc.edu/departments/nutrition/programs/dietetics/about.aspx,,maryjo.frost@uc.edu,maryjo.frost@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-010,Disability Services (AESS),513-556-6823,213,210,UNIVPAV,513-556-1383,http://www.uc.edu/aess/disability.html,dso@uc.edu,, ,,0,Disability Services (AESS),, ,513-556-6823,,213,213,,210,210,,UNIVPAV,UNIVPAV,,TRUE,,513-556-1383,513-556-1383,,http://www.uc.edu/aess/disability.html,http://www.uc.edu/aess/disability.html,,dso@uc.edu,dso@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-110,Disability Services (CLER),513-732-5327,162,105,CLERJONES,513-732-5303,http://www.ucclermont.edu/students/dso.html,,, ,,0,Disability Services (CLER),, ,513-732-5327,,162,162,,105,105,,CLERJONES,CLERJONES,,TRUE,,513-732-5303,513-732-5303,,http://www.ucclermont.edu/students/dso.html,http://www.ucclermont.edu/students/dso.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10127-111,Distance Learning (Continuing Educ),513-556-9154,658,400,UNIVHALL,,http://www.uc.edu/distance.html,,, ,,0,Distance Learning (Continuing Educ),, ,513-556-9154,,658,658,,400,400,,UNIVHALL,UNIVHALL,,TRUE,,0,,,http://www.uc.edu/distance.html,http://www.uc.edu/distance.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-017,Diversity at UC,513-556-8463,395,600,UNIVPAV,513-556-6027,http://www.uc.edu/diversity/,diversity@uc.edu,, ,,0,Diversity at UC,, ,513-556-8463,,395,395,,600,600,,UNIVPAV,UNIVPAV,,TRUE,,513-556-6027,513-556-6027,,http://www.uc.edu/diversity/,http://www.uc.edu/diversity/,,diversity@uc.edu,diversity@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-059,Drama (CCM),513-556-9575,3,4770,CORBETT,513-556-3399,http://ccm.uc.edu/theatre/drama.html,,, ,,0,Drama (CCM),, ,513-556-9575,,3,3,,4770,4770,,CORBETT,CORBETT,,TRUE,,513-556-3399,513-556-3399,,http://ccm.uc.edu/theatre/drama.html,http://ccm.uc.edu/theatre/drama.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-121,Commission on Alcohol & Other Drug Education (CAODE),513-556-6124,366,675,STEGER,,http://uc.edu/caode/,wellness.center@uc.edu,, ,,0,Commission on Alcohol & Other Drug Education (CAODE),, ,513-556-6124,,366,366,,675,675,,STEGER,STEGER,,TRUE,,0,,,http://uc.edu/caode/,http://uc.edu/caode/,,wellness.center@uc.edu,wellness.center@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10060-001, MSB (Communications Services - Copy Center, AHC),513-558-2680,584,6351,MSB,513-558-3616,http://healthnews.uc.edu/communications/duplicating/,duplicating.services@uc.edu, ,TRUE,1, MSB (Communications Services - Copy Center  AHC), MSB (Communications Services - Copy Center  AHC), ,513-558-2680,,584,584,,6351,6351,,MSB,MSB,,TRUE,,513-558-3616,513-558-3616,,http://healthnews.uc.edu/communications/duplicating/,http://healthnews.uc.edu/communications/duplicating/,,duplicating.services@uc.edu,duplicating.services@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10060-016,Copy Center (Uptown Campus West),513-556-3325,43,7,MCMICKEN,513-556-3434,http://healthnews.uc.edu/communications/,copyctr@ucmail.uc.edu,, ,,0,Copy Center (Uptown Campus West),, ,513-556-3325,,43,43,,7,7,,MCMICKEN,MCMICKEN,,TRUE,,513-556-3434,513-556-3434,,http://healthnews.uc.edu/communications/,http://healthnews.uc.edu/communications/,,copyctr@ucmail.uc.edu,copyctr@ucmail.uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-208,Cable TV (Housing),800-472-2054,45,2ndFl,SCIOTO,,http://www.uc.edu/uchousing/resident_self_service/cable.html,,, ,,0,Cable TV (Housing),, ,800-472-2054,,45,45,,2ndFl,2ndFl,,SCIOTO,SCIOTO,,TRUE,,0,,,http://www.uc.edu/uchousing/resident_self_service/cable.html,http://www.uc.edu/uchousing/resident_self_service/cable.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-301,Civil and Architectural Engineering and Construction Management, Department of (CEAS)(CAECM),513-556-3648,71,765,BALDWIN,513-556-2599,http://ceas.uc.edu/caecm.html,, ,TRUE,1,Civil and Architectural Engineering and Construction Management  Department of (CEAS)(CAECM),Civil and Architectural Engineering and Construction Management  Department of (CEAS)(CAECM), ,513-556-3648,,71,71,,765,765,,BALDWIN,BALDWIN,,TRUE,,513-556-2599,513-556-2599,,http://ceas.uc.edu/caecm.html,http://ceas.uc.edu/caecm.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-007,Advising (CAHS),513-558-8540,394,302,FRENCH-EAST,513-558-7494,http://cahs.uc.edu/current/advising/osa/advising.aspx,cahsadvi@uc.edu,, ,,0,Advising (CAHS),, ,513-558-8540,,394,394,,302,302,,FRENCH-EAST,FRENCH-EAST,,TRUE,,513-558-7494,513-558-7494,,http://cahs.uc.edu/current/advising/osa/advising.aspx,http://cahs.uc.edu/current/advising/osa/advising.aspx,,cahsadvi@uc.edu,cahsadvi@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-009,Analytical and Diagnostic Sciences (CAHS),513-558-2018,394,371,FRENCH-EAST,513-558-6002,http://cahs.uc.edu/departments/dads/general/about.aspx,,, ,,0,Analytical and Diagnostic Sciences (CAHS),, ,513-558-2018,,394,394,,371,371,,FRENCH-EAST,FRENCH-EAST,,TRUE,,513-558-6002,513-558-6002,,http://cahs.uc.edu/departments/dads/general/about.aspx,http://cahs.uc.edu/departments/dads/general/about.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-025,Audiology (CAHS),513-558-8502,379,344,FRENCH-EAST,,http://cahs.uc.edu/departments/csd/programs/audiology/about.aspx,csd@uc.edu,, ,,0,Audiology (CAHS),, ,513-558-8502,,379,379,,344,344,,FRENCH-EAST,FRENCH-EAST,,TRUE,,0,,,http://cahs.uc.edu/departments/csd/programs/audiology/about.aspx,http://cahs.uc.edu/departments/csd/programs/audiology/about.aspx,,csd@uc.edu,csd@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-017,Computer Lab, French Hall-East (CAHS),513-558-3716,394,335,FRENCH-EAST,,,, ,TRUE,1,Computer Lab  French Hall-East (CAHS),Computer Lab  French Hall-East (CAHS), ,513-558-3716,,394,394,,335,335,,FRENCH-EAST,FRENCH-EAST,,TRUE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10148-049,Baseball Camp, Athletics,513-556-1538,21,764,LNDNRCTR,513-556-0611,,, ,TRUE,1,Baseball Camp  Athletics,Baseball Camp  Athletics, ,513-556-1538,,21,21,,764,764,,LNDNRCTR,LNDNRCTR,,TRUE,,513-556-0611,513-556-0611,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10000-004,Building Addresses,513-556-6000,,,,,http://ucdirectory.uc.edu/CampusBuildings.asp,,, ,,0,Building Addresses,, ,513-556-6000,,0,,,0,,,0,,,FALSE,,0,,,http://ucdirectory.uc.edu/CampusBuildings.asp,http://ucdirectory.uc.edu/CampusBuildings.asp,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-001,Campus Services,513-556-1272,46,200,UNIVHALL,513-556-5789,http://www.uc.edu/campusservices/,schoenls@ucmail.uc.edu,, ,,0,Campus Services,, ,513-556-1272,,46,46,,200,200,,UNIVHALL,UNIVHALL,,TRUE,,513-556-5789,513-556-5789,,http://www.uc.edu/campusservices/,http://www.uc.edu/campusservices/,,schoenls@ucmail.uc.edu,schoenls@ucmail.uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-026,Central Stores (Campus Svcs),513-556-5659,217,265,TUC,513-556-2572,https://www.uc.edu/af/campusservices/central_stores.html,supplies@uc.edu,, ,,0,Central Stores (Campus Svcs),, ,513-556-5659,,217,217,,265,265,,TUC,TUC,,TRUE,,513-556-2572,513-556-2572,,https://www.uc.edu/af/campusservices/central_stores.html,https://www.uc.edu/af/campusservices/central_stores.html,,supplies@uc.edu,supplies@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-098,Cognition, Action and Perception Center (CAP)(A&S),513-321-0425,,5140-A,EDWARDS1,,http://www.uc.edu/cap.html,, ,TRUE,1,Cognition  Action and Perception Center (CAP)(A&S),Cognition  Action and Perception Center (CAP)(A&S), ,513-321-0425,,0,,,5140-A,5140-A,,EDWARDS1,EDWARDS1,,TRUE,,0,,,http://www.uc.edu/cap.html,http://www.uc.edu/cap.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10018-011,Career Services (Alumni Affairs),513-556-4344,24,,ALUMNICTR,513-556-3011,http://www.uc.edu/alumni/career.html,alumni.association@uc.edu,, ,,0,Career Services (Alumni Affairs),, ,513-556-4344,,24,24,,0,,,ALUMNICTR,ALUMNICTR,,TRUE,,513-556-3011,513-556-3011,,http://www.uc.edu/alumni/career.html,http://www.uc.edu/alumni/career.html,,alumni.association@uc.edu,alumni.association@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-010,Cashier (CLER),513-732-5227,162,145,CLERSTUSVCS,513-732-8972,,,, ,,0,Cashier (CLER),, ,513-732-5227,,162,162,,145,145,,CLERSTUSVCS,CLERSTUSVCS,,TRUE,,513-732-8972,513-732-8972,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10136-012,Corryville Community Development Corporation (CCDC),513-556-5948,157,620,UNIVHALL,513-556-4885,http://www.uc.edu/af/commdev/CCDC.html,cynthia.dreyer@uc.edu,, ,,0,Corryville Community Development Corporation (CCDC),, ,513-556-5948,,157,157,,620,620,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4885,513-556-4885,,http://www.uc.edu/af/commdev/CCDC.html,http://www.uc.edu/af/commdev/CCDC.html,,cynthia.dreyer@uc.edu,cynthia.dreyer@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-016, Center For (CCE) - Community Engagement,513-556-1559,138,,STRATFORDHTS,513-556-1882,http://www.uc.edu/cce/,community.engagement@uc.edu,, ,,0, Center For (CCE) - Community Engagement,, ,513-556-1559,,138,138,,0,,,STRATFORDHTS,STRATFORDHTS,,TRUE,,513-556-1882,513-556-1882,,http://www.uc.edu/cce/,http://www.uc.edu/cce/,,community.engagement@uc.edu,community.engagement@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-003,Academic Affairs (CCM),513-556-9470,3,323,,,,,, ,,0,Academic Affairs (CCM),, ,513-556-9470,,3,3,,323,323,,0,,,TRUE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-068,Advising (CCM),513-556-9473,3,3235,EMERY,,rencheps@uc.edu,,, ,,0,Advising (CCM),, ,513-556-9473,,3,3,,3235,3235,,EMERY,EMERY,,TRUE,,0,,,rencheps@uc.edu,rencheps@uc.edu,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-023,Arts Administration (CCM),513-556-4383,3,3812,CORBETT,513-556-3399,http://ccm.uc.edu/theatre/arts_admin.html,,, ,,0,Arts Administration (CCM),, ,513-556-4383,,3,3,,3812,3812,,CORBETT,CORBETT,,TRUE,,513-556-3399,513-556-3399,,http://ccm.uc.edu/theatre/arts_admin.html,http://ccm.uc.edu/theatre/arts_admin.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-026,Business Affairs (CCM),513-556-9406,3,4231,EMERY,513-556-3330,http://ccm.uc.edu/about/contact.html,,, ,,0,Business Affairs (CCM),, ,513-556-9406,,3,3,,4231,4231,,EMERY,EMERY,,TRUE,,513-556-3330,513-556-3330,,http://ccm.uc.edu/about/contact.html,http://ccm.uc.edu/about/contact.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-040,Choral Studies (CCM),513-556-9415,3,105,DVAC,513-556-2698,http://ccm.uc.edu/music/choral.html,,, ,,0,Choral Studies (CCM),, ,513-556-9415,,3,3,,105,105,,DVAC,DVAC,,TRUE,,513-556-2698,513-556-2698,,http://ccm.uc.edu/music/choral.html,http://ccm.uc.edu/music/choral.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-001,College-Conservatory of Music (CCM),513-556-6638,3,3235,EMERY,513-556-1028,http://ccm.uc.edu/,,, ,,0,College-Conservatory of Music (CCM),, ,513-556-6638,,3,3,,3235,3235,,EMERY,EMERY,,TRUE,,513-556-1028,513-556-1028,,http://ccm.uc.edu/,http://ccm.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-074,Computer Lab (CCM),513-556-6806,3,3207,EMERY,,http://ccm.uc.edu/resources/technology/computerlab.html,,, ,,0,Computer Lab (CCM),, ,513-556-6806,,3,3,,3207,3207,,EMERY,EMERY,,TRUE,,0,,,http://ccm.uc.edu/resources/technology/computerlab.html,http://ccm.uc.edu/resources/technology/computerlab.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-035,Costume Room (CCM),513-556-9409,3,2480,CORBETT,513-556-3399,http://ccm.uc.edu/theatre/tdp/costumes.html,,, ,,0,Costume Room (CCM),, ,513-556-9409,,3,3,,2480,2480,,CORBETT,CORBETT,,TRUE,,513-556-3399,513-556-3399,,http://ccm.uc.edu/theatre/tdp/costumes.html,http://ccm.uc.edu/theatre/tdp/costumes.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-037,CCM, Mail & Duplicating,513-556-9413,3,3110,EMERY,513-556-0202,,, ,TRUE,1,CCM  Mail & Duplicating,CCM  Mail & Duplicating, ,513-556-9413,,3,3,,3110,3110,,EMERY,EMERY,,TRUE,,513-556-0202,513-556-0202,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-012,Admissions (CEAS),513-556-5417,18,653,BALDWIN,513-556-0757,http://www.ceas.uc.edu/future_students/Admissions/undergraduate.html,ceas.ug@uc.edu,, ,,0,Admissions (CEAS),, ,513-556-5417,,18,18,,653,653,,BALDWIN,BALDWIN,,TRUE,,513-556-0757,513-556-0757,,http://www.ceas.uc.edu/future_students/Admissions/undergraduate.html,http://www.ceas.uc.edu/future_students/Admissions/undergraduate.html,,ceas.ug@uc.edu,ceas.ug@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-052,Advising (Freshmen and Transfer Students)(CEAS),513-556-3465,18,665,BALDWIN,513-556-5007,http://ceas.uc.edu/current_students/AcademicAdvisors.html,,, ,,0,Advising (Freshmen and Transfer Students)(CEAS),, ,513-556-3465,,18,18,,665,665,,BALDWIN,BALDWIN,,TRUE,,513-556-5007,513-556-5007,,http://ceas.uc.edu/current_students/AcademicAdvisors.html,http://ceas.uc.edu/current_students/AcademicAdvisors.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-087,Advising (Upperclassmen)(CEAS),513-556-5427,18,665,BALDWIN,513-556-5007,http://ceas.uc.edu/about/Student_Services.html,,, ,,0,Advising (Upperclassmen)(CEAS),, ,513-556-5427,,18,18,,665,665,,BALDWIN,BALDWIN,,TRUE,,513-556-5007,513-556-5007,,http://ceas.uc.edu/about/Student_Services.html,http://ceas.uc.edu/about/Student_Services.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-090,Alumni (CEAS),513-556-6279,18,838,ERC,513-556-6741,http://ceas.uc.edu/alumni_friends.html,ceasdev@uc.edu,, ,,0,Alumni (CEAS),, ,513-556-6279,,18,18,,838,838,,ERC,ERC,,TRUE,,513-556-6741,513-556-6741,,http://ceas.uc.edu/alumni_friends.html,http://ceas.uc.edu/alumni_friends.html,,ceasdev@uc.edu,ceasdev@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-303,Architectural Engineering (CEAS),513-556-3648,71,765,BALDWIN,513-556-2599,http://ceas.uc.edu/caecm/undergraduate/architectural_engineering.html,,, ,,0,Architectural Engineering (CEAS),, ,513-556-3648,,71,71,,765,765,,BALDWIN,BALDWIN,,TRUE,,513-556-2599,513-556-2599,,http://ceas.uc.edu/caecm/undergraduate/architectural_engineering.html,http://ceas.uc.edu/caecm/undergraduate/architectural_engineering.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-130,Autonomous Systems Lab (CEAS),513-556-5271,70,695-A,RHODES,,http://ceas.uc.edu/aerospace/facilities.html,,, ,,0,Autonomous Systems Lab (CEAS),, ,513-556-5271,,70,70,,695-A,695-A,,RHODES,RHODES,,TRUE,,0,,,http://ceas.uc.edu/aerospace/facilities.html,http://ceas.uc.edu/aerospace/facilities.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-325,Biological Engineering (CEAS) (BCEE),513-556-4171,12,601,ERC,513-556-4162,http://ceas.uc.edu/bcee/BiomedicalEngineering.html,,, ,,0,Biological Engineering (CEAS) (BCEE),, ,513-556-4171,,12,12,,601,601,,ERC,ERC,,TRUE,,513-556-4162,513-556-4162,,http://ceas.uc.edu/bcee/BiomedicalEngineering.html,http://ceas.uc.edu/bcee/BiomedicalEngineering.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-321,Biomedical Engineering (CEAS)(BCEE),513-556-4171,12,601,ERC,513-556-4162,http://ceas.uc.edu/bcee/BiomedicalEngineering.html,,, ,,0,Biomedical Engineering (CEAS)(BCEE),, ,513-556-4171,,12,12,,601,601,,ERC,ERC,,TRUE,,513-556-4162,513-556-4162,,http://ceas.uc.edu/bcee/BiomedicalEngineering.html,http://ceas.uc.edu/bcee/BiomedicalEngineering.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-042,CEAS, Business Office,513-556-6529,18,805,ERC,513-556-3626,,, ,TRUE,1,CEAS  Business Office,CEAS  Business Office, ,513-556-6529,,18,18,,805,805,,ERC,ERC,,TRUE,,513-556-3626,513-556-3626,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-450,Center for Intelligent Propulsion (CEAS),513-556-3553,70,745B,BALDWIN,,http://ceas.uc.edu/CIPALMS.html,a.hamed@uc.edu,, ,,0,Center for Intelligent Propulsion (CEAS),, ,513-556-3553,,70,70,,745B,745B,,BALDWIN,BALDWIN,,TRUE,,0,,,http://ceas.uc.edu/CIPALMS.html,http://ceas.uc.edu/CIPALMS.html,,a.hamed@uc.edu,a.hamed@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-338,Center for Robotics,513-556-1695,72,490,RHODES,,http://ceas.uc.edu/robotics.html,,, ,,0,Center for Robotics,, ,513-556-1695,,72,72,,490,490,,RHODES,RHODES,,TRUE,,0,,,http://ceas.uc.edu/robotics.html,http://ceas.uc.edu/robotics.html,,0,
